# wavelength calibrated_flux
3598.772428651357 0.0
3600.8241334252684 2.5304092529822545e-18
3602.8758381991797 3.2759365030216353e-18
3604.927542973091 -9.757557541659578e-19
3606.9792477470023 2.7798292101272112e-18
3609.0309525209136 2.9188412448789366e-18
3611.0826572948245 -5.234810893489278e-19
3613.1343620687358 -7.104954184535154e-18
3615.186066842647 -1.915505759250676e-18
3617.2377716165583 -5.942896359954788e-18
3619.2894763904696 -4.369113282800359e-18
3621.341181164381 9.728808787816223e-18
3623.3928859382922 -1.7309099196805283e-18
3625.4445907122035 -4.175438122784255e-18
3627.496295486115 5.7499299355992405e-18
3629.548000260026 3.9616046957102687e-19
3631.5997050339374 6.192053009748375e-18
3633.6514098078487 1.6962042460369935e-18
3635.7031145817596 -1.8326713579263493e-18
3637.754819355671 1.025579785047661e-17
3639.806524129582 -2.9459187173261447e-18
3641.8582289034935 7.942993130057543e-19
3643.9099336774048 2.440359049647414e-19
3645.961638451316 -2.321984012969225e-18
3648.0133432252273 -2.926262216967523e-19
3650.0650479991386 5.033356422182288e-19
3652.11675277305 -4.468836682686449e-18
3654.1684575469612 -1.7124814465379646e-18
3656.2201623208725 1.8080156220397635e-19
3658.271867094784 1.2252472473710015e-18
3660.3235718686947 1.6883699062950265e-19
3662.375276642606 -1.2923620082921341e-18
3664.4269814165173 -5.834074198093049e-18
3666.4786861904286 3.737189564753887e-19
3668.53039096434 4.0811963279728325e-18
3670.582095738251 1.3011901018174197e-18
3672.6338005121625 4.999840686962651e-19
3674.6855052860737 7.004543655125343e-19
3676.737210059985 1.7102848853841616e-19
3678.7889148338963 -1.0391713260472185e-19
3680.8406196078076 -2.2959764189181678e-18
3682.892324381719 -2.3128557100019586e-18
3684.94402915563 -2.547334684681245e-18
3686.995733929541 -1.9746411983415817e-18
3689.0474387034524 7.164778910211507e-19
3691.0991434773637 1.8924283837840677e-18
3693.150848251275 -1.0792116923359927e-18
3695.2025530251863 -7.755416294258259e-19
3697.2542577990976 3.4155851441374465e-18
3699.305962573009 5.962564549643694e-19
3701.35766734692 2.14109009433924e-18
3703.4093721208314 1.728018538575341e-19
3705.4610768947427 -2.990497550944475e-18
3707.5127816686536 -2.9029275570598418e-18
3709.564486442565 1.178611881287179e-19
3711.616191216476 -2.2938667172263568e-18
3713.6678959903875 -2.2619397881643696e-18
3715.719600764299 1.3442583236267318e-18
3717.77130553821 1.4085569022001033e-18
3719.8230103121214 -1.596431108897541e-18
3721.8747150860327 -1.1379891680830528e-18
3723.926419859944 5.81896511028085e-18
3725.9781246338553 -1.3755864412425302e-18
3728.0298294077666 1.3930810041251433e-18
3730.081534181678 -1.8112620285230829e-19
3732.133238955589 4.079958779740139e-19
3734.1849437295 1.065457079585636e-18
3736.2366485034113 -1.149736407603906e-19
3738.2883532773226 2.190132121683852e-19
3740.340058051234 -2.1578269672275094e-19
3742.391762825145 1.0557872364553488e-19
3744.4434675990565 6.260810036441688e-19
3746.4951723729678 2.2481294772305952e-18
3748.546877146879 -1.6453342773652137e-18
3750.5985819207904 6.312099513462706e-19
3752.6502866947017 -2.589064563911878e-18
3754.701991468613 -4.518742253237103e-19
3756.753696242524 -2.6433253476044136e-18
3758.805401016435 -2.111920797634821e-18
3760.8571057903464 -1.6798915261437102e-19
3762.9088105642577 -1.7043783572761133e-18
3764.960515338169 -3.742440178908324e-19
3767.0122201120803 -1.8138702297340215e-18
3769.0639248859916 6.48765303429824e-19
3771.115629659903 3.192958648103567e-18
3773.167334433814 1.0916598215031335e-18
3775.2190392077255 -9.022295614445259e-19
3777.2707439816368 3.1906220625224804e-19
3779.322448755548 1.877290808615258e-19
3781.374153529459 6.135184178263841e-19
3783.42585830337 2.2125163092058877e-18
3785.4775630772815 7.044333521529224e-19
3787.529267851193 9.5734346551152e-19
3789.580972625104 8.317712675712225e-19
3791.6326773990154 -2.3043430999343535e-18
3793.6843821729267 -9.908873311768056e-19
3795.736086946838 -2.963711581057944e-18
3797.7877917207493 1.2677342651507636e-18
3799.8394964946606 -1.9029685021828696e-19
3801.891201268572 1.006932520879443e-18
3803.9429060424827 1.2975421308222775e-18
3805.994610816394 7.633267429888031e-19
