# Extracted 1D spectrum from 1d_science_ALHh050197.dat
# Wavelength Flux Variance
4404.081256554743 726.3898872630859 4564.390451035654
4407.66694838211 676.2164953212528 4578.734306761755
4411.252640209475 744.2969178851772 4634.083126782753
4414.838332036842 604.3879509244807 4552.963199717343
4418.424023864208 605.5206460996804 4585.292601785423
4422.0097156915745 725.884350512227 4555.176931957496
4425.595407518941 754.0482632151884 4662.081384378062
4429.181099346307 767.2612989388741 4581.478987902339
4432.7667911736735 604.7425978307931 4546.667326025398
4436.352483001039 670.253160793691 4548.479694669413
4439.938174828406 397.99568717569383 4553.8256414276575
4443.5238666557725 714.6694164267946 4550.046694933081
4447.109558483138 625.2523050986547 4557.164392803264
4450.695250310505 706.8414071538126 4545.417382810054
4454.280942137871 728.6401487338604 4547.411420207248
4457.866633965237 668.7352604783666 4533.321920536631
4461.452325792604 629.6627026129938 4573.074999586882
4465.03801761997 653.3456185686105 4612.856849313178
4468.623709447336 674.038986755155 4538.671946255041
4472.209401274702 651.1233870053961 4534.647925509237
4475.795093102069 834.5544636287638 4567.489748768635
4479.380784929435 623.5996505561703 4523.8367046973835
4482.966476756801 781.7467339709227 4527.18780979999
4486.552168584168 579.7644575926306 4590.813647732459
4490.137860411533 742.5908690971875 4565.572956864222
4493.7235522389 724.9235730343437 4533.509273184552
4497.309244066267 627.7362827493141 4519.994893011188
4500.8949358936325 907.7177862631837 4551.544307205853
4504.480627720999 700.0655495101274 4553.289728532264
4508.066319548365 730.8559018852426 4499.840749359274
4511.6520113757315 667.9366998416159 4516.745649852158
4515.237703203098 812.004919836499 4527.372026150393
4518.823395030464 846.079862063788 4500.47321757793
4522.4090868578305 747.0889682575574 4649.390363717643
4525.994778685197 629.9594831101637 4641.105403806501
4529.580470512563 586.8184174619464 4661.290776617552
4533.1661623399295 735.6265372942848 4574.01151780451
4536.751854167295 721.3300292350469 4757.715726224815
4540.337545994662 914.1865414231037 4679.3143576610055
4543.923237822029 862.1545859756595 4725.013855787235
4547.508929649394 863.4153139978409 4733.721716290542
4551.094621476761 964.342197577773 4722.933728228587
4554.680313304127 871.6651920420715 4699.413426382635
4558.266005131493 1020.608681668989 4735.0298917410855
4561.85169695886 1067.1874371184556 4598.18400539715
4565.437388786226 990.2508904570408 4541.50422274169
4569.023080613592 987.8942598761333 4604.52068461175
4572.608772440958 963.369651299077 4713.4211384596965
4576.194464268325 856.796808232199 4625.27495574603
4579.780156095691 902.307588304146 4575.104826481807
4583.365847923057 624.3157532426513 4643.776324482577
4586.951539750424 723.1297467090453 4649.911990231022
4590.5372315777895 774.3969856624998 4596.640732655541
4594.122923405156 726.7372115295939 4638.452237886189
4597.708615232523 624.4772581737221 4581.240040177928
4601.2943070598885 601.3903094310847 4587.8037198840475
4604.879998887255 503.43847004319844 4625.619002225078
4608.465690714621 569.1550176349632 4595.146019761032
4612.051382541988 558.6539174218404 4649.19307437895
4615.637074369354 607.6711098269056 4729.1133578456365
4619.22276619672 567.4733259942174 4604.505523527479
4622.808458024087 644.3088849022943 4622.798078257067
4626.394149851452 648.4587527888131 4601.973120296053
4629.979841678819 489.8547303503252 4563.3995890298
4633.565533506186 603.2508439155558 4604.02975850743
4637.151225333551 590.1749273887452 4539.845173207653
4640.736917160918 425.5744186993389 4507.046410011562
4644.322608988284 361.0194960911852 4587.6220426451855
4647.90830081565 133.3416489516482 4494.156783277846
4651.493992643017 235.88766726402167 4638.490862606353
4655.079684470383 155.90646066731833 4489.206631964751
4658.665376297749 260.0728271660075 4514.15163797614
4662.251068125115 258.8248688339253 4481.129965046778
4665.836759952482 419.51229163260325 4525.606731296414
4669.422451779848 336.3161455964217 4585.837258402144
4673.008143607214 304.57382622128904 4665.702839319305
4676.593835434581 366.16631612591704 4625.951151358147
4680.179527261947 671.633756352224 4511.5465358734455
4683.765219089313 840.1889636302674 4591.007825143048
4687.35091091668 707.9144516894261 4521.577278714598
4690.936602744046 938.6078905467266 4535.994233908367
4694.522294571412 732.6686329494069 4570.489396269373
4698.107986398778 811.2228634811071 4626.906924209587
4701.693678226145 768.2335801438346 4554.276073442283
4705.279370053511 1010.9551754396284 4537.972197038938
4708.865061880877 878.1277791265178 4541.694293935845
4712.450753708244 759.3313201897375 4565.868719475154
4716.03644553561 706.7789033671905 4528.528909221518
4719.622137362976 560.5442663249523 4532.788029634786
4723.207829190343 358.55611834820945 4491.85284413516
4726.793521017708 630.2227981846848 4531.467653912876
4730.379212845075 387.3665215623277 4501.833851184498
4733.964904672441 459.85736836446284 4436.529897161097
4737.550596499807 413.41803871392955 4521.93067307534
4741.136288327174 663.6465280000053 4599.245977403518
4744.72198015454 975.4682717288341 4478.546269445879
4748.307671981906 817.4393143004994 4455.799584465988
4751.893363809273 779.2536506551565 4511.51038865265
4755.479055636639 777.2402185957825 4536.700604082347
4759.064747464005 870.879910510607 4467.989023262418
4762.650439291371 1346.3836770064677 4526.268561277523
4766.236131118738 1355.3793720672124 4492.9534733366445
4769.8218229461045 1040.423636627157 4448.552630770847
4773.40751477347 1269.3082912872637 4551.720409534287
4776.993206600837 1018.1320660557052 4483.538722895679
4780.578898428203 859.155380015046 4584.745427066071
4784.164590255569 871.9387511167229 4460.65239542594
4787.750282082936 802.7377006664238 4505.249451528176
4791.335973910302 836.3772268798156 4533.020506076285
4794.921665737668 1013.8342504414588 4509.5069916277625
4798.507357565034 913.955769433184 4480.499546497579
4802.093049392401 916.1412097047066 4553.212151993966
4805.678741219767 955.7158764227435 4438.5382187995
4809.264433047133 996.9191043680617 4528.24541912418
4812.8501248745 1039.908387264647 4527.9308084151935
4816.435816701865 1072.3676578573138 4474.120475656643
4820.021508529232 1262.071277688104 4472.0697712145
4823.607200356599 1218.1873101714232 4617.110492316141
4827.192892183964 1268.4641185832616 4455.959083815965
4830.778584011331 1236.406553599902 4541.112174885895
4834.364275838697 1385.250400520115 4617.818812734538
4837.9499676660635 1366.5358173988266 4519.124174247855
4841.53565949343 1323.8265091648386 4544.852807912568
4845.121351320796 1303.1677769886116 4470.7159789677835
4848.7070431481625 1246.1327092318882 4493.264578584493
4852.292734975528 1415.1800339930696 4456.121976038243
4855.878426802895 1383.4644804323393 4497.344882188644
4859.4641186302615 1500.2267283539295 4484.8615744662575
4863.049810457627 1497.2853245834835 4439.971458298469
4866.635502284994 1348.140949527514 4458.91857065489
4870.22119411236 1144.860624024473 4524.120074691945
4873.806885939726 1381.94091599602 4467.802005252223
4877.392577767093 1390.2530311250869 4436.027733157904
4880.978269594459 1593.3562533446916 4402.535719313463
4884.563961421825 1392.160806888357 4415.3601060926585
4888.149653249191 1517.495241536409 4384.467592688682
4891.735345076558 1425.5090926730154 4390.980978302113
4895.321036903924 1525.2160113830143 4412.147155648698
4898.90672873129 1379.1646256006495 4457.124962107989
4902.492420558657 1535.7401133415897 4473.44429013268
4906.078112386023 1588.837336822999 4445.133619786938
4909.663804213389 1490.8008055104378 4410.315737025115
4913.249496040756 1405.9919452045056 4488.062345440424
4916.8351878681215 1660.0151258134224 4453.396857049508
4920.420879695488 1586.3074049405018 4430.6363069891
4924.006571522854 1425.4377448789814 4453.53033672145
4927.5922633502205 1475.2678731602566 4344.112859592645
4931.177955177587 1474.4361856358464 4441.73279752464
4934.763647004953 1497.9802039572592 4420.257648504045
4938.3493388323195 1532.2889502270264 4431.910197067512
4941.935030659686 1436.3735351101084 4418.589495738985
4945.520722487052 1204.6402835202066 4412.3854653903145
4949.1064143144185 1371.9495763750724 4419.602812980487
4952.692106141784 1204.770746368828 4444.226349473506
4956.277797969151 1160.5820048890973 4470.1960704183775
4959.863489796517 1115.5458805299131 4425.588993986564
4963.449181623883 1071.0186378004187 4391.503749533775
4967.03487345125 1311.3133122357458 4383.888707088414
4970.620565278616 1164.2871148186723 4356.72074517468
4974.206257105982 1208.6511925372627 4455.954510159152
4977.791948933349 918.6275563584092 4458.419646370744
4981.377640760715 891.2426704387445 4400.833630011291
4984.963332588081 1061.513924786163 4331.964684861771
4988.549024415447 1162.610322215521 4362.371534624931
4992.134716242814 1288.705399188559 4402.350796945946
4995.72040807018 1212.6826396611575 4305.00225839815
4999.306099897546 1229.260846966682 4361.892626099778
5002.891791724913 1223.630192422447 4411.636890653893
5006.4774835522785 1080.1797987333514 4491.357793050641
5010.063175379645 1232.3653432094593 4351.448361408347
5013.648867207012 1266.146447253936 4354.763697762363
5017.2345590343775 1202.4949977022902 4470.749295112233
5020.820250861744 1171.7526702179541 4531.574167094202
5024.40594268911 1281.849469955535 4443.109433812319
5027.991634516477 1283.4911701569008 4476.992442128772
5031.577326343843 1245.25875600754 4360.480984491037
5035.163018171209 1200.8428876554078 4448.307169571966
5038.748709998576 1037.2827681103302 4329.657597320009
5042.334401825941 1239.605481615309 4441.628247039303
5045.920093653308 957.9397978970316 4452.129476930209
5049.505785480675 1111.1234088654062 4450.015716581842
5053.09147730804 1055.5469897190014 4356.651779625625
5056.677169135407 1158.4991496539462 4352.545925843497
5060.262860962774 1263.3061944055162 4395.7576003013155
5063.848552790139 1018.6462755228416 4371.3933954158165
5067.434244617506 1276.0768826916492 4438.71351311006
5071.019936444872 1307.3714177862719 4315.981826810549
5074.605628272238 1158.8227961355135 4270.4404438586025
5078.191320099604 1362.8549097423895 4357.135288343599
5081.777011926971 1304.5335862936845 4368.754038546373
5085.362703754337 1101.5596183431446 4456.02914248712
5088.948395581703 1222.9891275433079 4391.527596763575
5092.53408740907 1444.2595976478005 4387.157700891088
5096.119779236436 1339.0084596235918 4364.316024975766
5099.705471063802 1544.9994152502284 4356.021555810707
5103.291162891169 1320.660046121776 4251.529756919309
5106.876854718535 1264.5555285497508 4287.537752396464
5110.462546545901 1155.0229809801717 4378.953809838805
5114.048238373267 1350.5263851408658 4361.709227501898
5117.633930200634 1280.5169781010854 4452.908942737704
5121.219622028 1283.468581876313 4361.627284396596
5124.805313855366 1344.0267296476252 4320.467533095811
5128.391005682733 1449.4001500262304 4361.2003966235225
5131.976697510099 1261.8862319386385 4425.576632226594
5135.562389337465 1202.2534595155003 4353.777927030595
5139.148081164832 1313.1319189762803 4384.044390839823
5142.733772992197 1433.4845007667914 4348.692380477633
5146.319464819564 1564.4732029311222 4294.52409758765
5149.90515664693 1474.1750906895086 4261.237879956337
5153.490848474296 1524.8833960879365 4286.757709514315
5157.076540301663 1359.0826971673187 4281.74921181405
5160.662232129029 1221.7208749550703 4233.207548214337
5164.247923956395 1598.248540480731 4356.454576191216
