# wavelength calibrated_flux
5206.656573721196 4.452793527468225e-16
5210.236978897179 4.261087102540273e-16
5213.8173840731615 4.56326199696044e-16
5217.397789249144 4.802124881166231e-16
5220.978194425126 4.703022641910284e-16
5224.558599601109 4.1391831976357916e-16
5228.139004777091 4.678713338204361e-16
5231.719409953073 4.553598368337911e-16
5235.299815129056 4.690685049165288e-16
5238.880220305038 4.501472569246803e-16
5242.4606254810205 4.690755992204076e-16
5246.041030657003 4.602396568474126e-16
5249.621435832985 4.356932230300924e-16
5253.201841008968 4.3144858410142013e-16
5256.78224618495 4.763568986977646e-16
5260.362651360932 4.704556361147579e-16
5263.943056536915 4.482188315159571e-16
5267.523461712897 4.747112180999e-16
5271.10386688888 4.953034805050577e-16
5274.684272064862 4.847802811194346e-16
5278.264677240845 5.499444836370897e-16
5281.845082416828 6.044880340118851e-16
5285.42548759281 5.5860983634960705e-16
5289.005892768792 5.871461441230574e-16
5292.586297944775 5.504241841964875e-16
5296.166703120757 5.454410519934739e-16
5299.7471082967395 5.477895921483499e-16
5303.327513472722 5.427867724044519e-16
5306.907918648704 5.15537481425336e-16
5310.488323824687 5.646124655117309e-16
5314.068729000669 5.418036168085815e-16
5317.649134176651 5.632992896852623e-16
5321.229539352634 5.676478317034066e-16
5324.809944528616 5.131445005249067e-16
5328.390349704599 4.283564501895204e-16
5331.970754880582 5.626810006907857e-16
5335.551160056564 4.659448592062412e-16
5339.131565232547 5.451479212578429e-16
5342.711970408529 4.785013144942742e-16
5346.292375584511 4.88889274539089e-16
5349.872780760494 5.41845710171798e-16
5353.453185936476 5.68813054569072e-16
5357.033591112458 5.739111843956918e-16
5360.613996288441 5.092718008585246e-16
5364.194401464423 5.683220122956422e-16
5367.774806640406 4.776962001325203e-16
5371.355211816388 4.727329896812798e-16
5374.93561699237 4.831390077155047e-16
5378.516022168353 4.771280498918008e-16
5382.096427344335 5.072410764249139e-16
5385.6768325203175 4.3981658996851413e-16
5389.2572376963 4.936883022973566e-16
5392.837642872282 5.303866533861389e-16
5396.4180480482655 4.571429167653514e-16
5399.998453224248 4.927663043163979e-16
5403.57885840023 5.318099172099785e-16
5407.159263576213 4.82248117162039e-16
5410.739668752195 4.803379729896843e-16
5414.320073928177 4.754038031681008e-16
5417.90047910416 4.916498172655047e-16
5421.480884280142 4.2492110927685817e-16
5425.0612894561245 4.70666925939261e-16
5428.641694632107 4.841906857783084e-16
5432.222099808089 4.2879059533113344e-16
5435.802504984072 4.720939733196439e-16
5439.382910160054 4.723456557008508e-16
5442.963315336036 4.572601365017853e-16
5446.54372051202 4.617109256183345e-16
5450.124125688002 4.359671644302234e-16
5453.7045308639845 5.039961469808666e-16
5457.284936039967 4.720181381534288e-16
5460.865341215949 5.0245552315448565e-16
5464.445746391932 4.2204200490439665e-16
5468.026151567914 4.733152171382076e-16
5471.606556743896 4.95260611023175e-16
5475.186961919879 4.0140460057381854e-16
5478.767367095861 4.052201623807283e-16
5482.3477722718435 3.9560267630646836e-16
5485.928177447826 4.573221031800998e-16
5489.508582623808 4.554769867360658e-16
5493.088987799791 5.008128848581793e-16
5496.669392975773 3.9925042235698376e-16
5500.249798151755 4.2815207196423756e-16
5503.830203327738 4.452160572510794e-16
5507.41060850372 4.840506772846081e-16
5510.9910136797025 4.493777588497156e-16
5514.571418855686 4.41499031856908e-16
5518.151824031668 4.451176163367929e-16
5521.732229207651 4.631087527454128e-16
5525.312634383633 4.296366223981802e-16
5528.893039559615 3.658876702593686e-16
5532.473444735598 4.13364488785004e-16
5536.05384991158 4.526486299584141e-16
5539.634255087562 5.137053330806112e-16
5543.214660263545 5.16668444447197e-16
5546.795065439527 5.543134226693414e-16
5550.37547061551 5.052130911701761e-16
5553.955875791492 5.521694947986735e-16
5557.536280967474 5.042812319628895e-16
5561.116686143458 4.901924555150258e-16
5564.69709131944 4.802275608752422e-16
5568.277496495422 4.61917294541365e-16
5571.857901671405 4.578581980826219e-16
5575.438306847387 5.399322675101785e-16
5579.0187120233695 5.087694541273126e-16
5582.599117199352 4.673109267522285e-16
5586.179522375334 4.860407751178351e-16
5589.759927551317 4.622814202024749e-16
5593.340332727299 4.726502986893457e-16
5596.920737903281 4.696966106442925e-16
5600.501143079264 4.1828194061739993e-16
5604.081548255246 4.337847629432151e-16
5607.6619534312285 4.594627307095277e-16
5611.242358607211 4.129827816545032e-16
5614.822763783193 4.170094203013507e-16
5618.403168959176 3.9388662192533075e-16
5621.983574135158 3.8942188456222147e-16
5625.56397931114 3.920521695124503e-16
5629.144384487123 4.874597654443732e-16
5632.724789663105 5.221258361698239e-16
5636.3051948390885 5.344094781634228e-16
5639.885600015071 4.927968230033406e-16
5643.466005191053 4.960232366076575e-16
5647.046410367036 4.591907800254181e-16
5650.626815543018 3.901164682448005e-16
5654.207220719 4.382591055314069e-16
5657.787625894983 4.1030173130749816e-16
5661.368031070965 3.711498225795278e-16
5664.9484362469475 4.1928932656046284e-16
5668.52884142293 4.410052632034696e-16
5672.109246598912 4.955489111065541e-16
5675.689651774895 5.298815725743392e-16
5679.270056950878 4.807683082543359e-16
5682.85046212686 4.760760516308302e-16
5686.430867302843 4.940307584382919e-16
5690.011272478825 5.312177571182899e-16
5693.591677654807 4.953059401696535e-16
5697.17208283079 4.837053878453356e-16
5700.752488006772 4.3661177230452863e-16
5704.332893182755 4.37528247061409e-16
5707.913298358737 4.409575414194914e-16
5711.493703534719 4.426924552403622e-16
5715.074108710702 4.671826037848378e-16
5718.654513886684 3.7302268052111713e-16
5722.234919062666 4.1012526031321203e-16
5725.815324238649 4.637395486560103e-16
5729.395729414631 4.2400460517676874e-16
5732.976134590614 4.166897079060459e-16
5736.556539766596 4.2520220707910645e-16
5740.136944942578 4.0319642663094056e-16
5743.717350118561 3.857840154261819e-16
5747.297755294543 4.180336635005452e-16
5750.8781604705255 4.858663711617099e-16
5754.458565646509 4.902261842883592e-16
5758.038970822491 3.969327661791522e-16
5761.6193759984735 4.767619453097579e-16
5765.199781174456 4.320851650710943e-16
5768.780186350438 3.7117493707865694e-16
5772.360591526421 4.201386675835629e-16
5775.940996702403 4.526383376763508e-16
5779.521401878385 5.027366277830946e-16
5783.101807054368 4.736110643579865e-16
5786.68221223035 4.748649474932814e-16
5790.2626174063325 4.556737098285276e-16
5793.843022582315 5.882711204599138e-16
5797.423427758297 5.523235347043981e-16
5801.003832934281 5.154419835920003e-16
5804.584238110263 4.869316563002813e-16
5808.164643286245 4.768259065884864e-16
5811.745048462228 4.976574255376335e-16
5815.32545363821 5.375300060328219e-16
5818.9058588141925 5.099500230785012e-16
5822.486263990175 4.850933569998885e-16
5826.066669166157 5.143098114212954e-16
5829.64707434214 5.488332482169544e-16
5833.227479518122 4.835783615533606e-16
5836.807884694104 5.163110791477905e-16
5840.388289870087 4.888164159487321e-16
5843.968695046069 5.049295512952682e-16
5847.5491002220515 5.322465506652965e-16
5851.129505398034 4.609966423780253e-16
5854.709910574016 4.3605073585369627e-16
5858.290315749999 4.593405530172284e-16
5861.870720925981 5.5982571157685855e-16
5865.451126101963 5.53999784038882e-16
5869.031531277946 5.514482413886066e-16
5872.611936453929 5.933186599430643e-16
5876.192341629911 5.203225329539399e-16
5879.772746805894 5.405629398111331e-16
5883.353151981876 5.120142414601086e-16
5886.933557157859 4.889091264524419e-16
5890.513962333841 5.829423049106179e-16
5894.094367509823 5.126262261769925e-16
5897.674772685806 4.94706000499952e-16
5901.255177861788 5.013642947469638e-16
5904.83558303777 4.984470918321934e-16
5908.415988213753 5.020119432495671e-16
5911.996393389735 4.936016285994541e-16
5915.576798565718 4.501735185488812e-16
5919.157203741701 5.126900169266704e-16
5922.737608917683 4.636112461015445e-16
5926.318014093666 4.758439890908061e-16
5929.898419269648 5.380572635373889e-16
5933.47882444563 4.9131780166541195e-16
5937.059229621613 4.814356289099026e-16
5940.639634797595 5.199487065979521e-16
5944.2200399735775 4.822014448743025e-16
5947.80044514956 4.695016543738786e-16
5951.380850325542 4.922027663994507e-16
5954.961255501525 4.014978445400531e-16
5958.541660677507 4.510975982655733e-16
5962.122065853489 4.828576926400783e-16
5965.702471029472 3.483444053877345e-16
5969.282876205454 2.6179085740944237e-16
5972.8632813814365 1.9729802767550359e-16
5976.443686557419 2.4166744904718215e-16
5980.024091733401 2.540223627743437e-16
5983.604496909384 2.393496660795447e-16
5987.184902085366 2.804699919407102e-16
5990.765307261349 3.394279437862824e-16
5994.345712437332 5.064539403864566e-16
5997.926117613314 5.789572364784359e-16
6001.5065227892965 5.682835541819693e-16
6005.086927965279 5.125181272648264e-16
6008.667333141261 5.22639338179501e-16
6012.247738317244 4.671649038950271e-16
6015.828143493226 5.268623221014775e-16
6019.408548669208 4.874159154216923e-16
6022.988953845191 5.795734934325253e-16
6026.569359021173 4.9471824006437115e-16
6030.1497641971555 4.627265148906189e-16
6033.730169373138 5.442300068270929e-16
6037.310574549121 5.455026845071512e-16
6040.8909797251035 5.10886157008696e-16
6044.471384901086 4.2634865947693035e-16
6048.051790077068 3.576027930792645e-16
6051.632195253051 3.660356077743853e-16
6055.212600429033 2.3325702986451897e-16
6058.793005605015 2.872317836588463e-16
6062.373410780998 1.7946971060822176e-16
6065.95381595698 1.6678328248548922e-16
6069.534221132963 2.0108432893512117e-16
6073.114626308945 1.6560543691387014e-16
6076.695031484927 2.0242986148920118e-16
6080.27543666091 2.509906027731352e-16
6083.855841836892 2.4374139262943895e-16
6087.436247012874 2.7611278604586326e-16
6091.016652188857 4.299811383132811e-16
6094.597057364839 5.410628534814108e-16
6098.177462540822 4.545324530580488e-16
6101.757867716804 4.763180953683207e-16
6105.338272892786 4.9220631926489655e-16
6108.91867806877 4.782749394022464e-16
6112.499083244752 5.541879202844227e-16
6116.079488420734 6.061292528706678e-16
6119.659893596717 5.687373004731123e-16
6123.240298772699 5.84015071567966e-16
6126.8207039486815 5.696229865305871e-16
6130.401109124664 4.655043903645602e-16
6133.981514300646 5.52356307083351e-16
6137.561919476629 6.264791353224331e-16
6141.142324652611 5.663755548668948e-16
6144.722729828593 5.686554024461413e-16
6148.303135004576 6.369229453983709e-16
6151.883540180558 5.803113545578341e-16
6155.463945356541 6.575331298060772e-16
6159.044350532524 6.319490683189814e-16
6162.624755708506 6.715448735317671e-16
6166.205160884489 6.631039847312093e-16
6169.785566060471 6.068268346476489e-16
6173.365971236453 5.825933821431325e-16
6176.946376412436 6.111307310008553e-16
6180.526781588418 6.05626400082745e-16
6184.1071867644005 5.639532593645165e-16
6187.687591940383 6.070668624449026e-16
6191.267997116365 6.368428309168075e-16
6194.848402292348 6.166657630731185e-16
6198.42880746833 6.073159353277125e-16
6202.009212644312 5.999788808278328e-16
6205.589617820295 5.828525267530071e-16
6209.170022996277 6.320445267195039e-16
6212.7504281722595 6.555245818696782e-16
6216.330833348242 6.462323730087759e-16
6219.911238524224 6.743360236181493e-16
6223.491643700207 5.915124126845632e-16
6227.07204887619 6.424411751096404e-16
6230.652454052172 6.352684411267501e-16
6234.232859228155 5.731722942073422e-16
6237.813264404137 6.01926524011254e-16
6241.393669580119 5.902882419975555e-16
6244.974074756102 5.88442058833631e-16
6248.554479932084 6.06228750901121e-16
6252.134885108067 5.458201254909752e-16
6255.715290284049 5.845931047780321e-16
6259.295695460031 5.547367275954793e-16
6262.876100636014 5.074676685680611e-16
6266.456505811996 5.751005313877066e-16
6270.036910987978 6.053521358660033e-16
6273.617316163962 5.926894003901364e-16
6277.197721339944 5.871511724214679e-16
6280.7781265159265 5.429233960420545e-16
6284.358531691909 5.593192051793582e-16
6287.938936867891 5.725963338529288e-16
6291.519342043874 5.661339185906477e-16
6295.099747219856 5.504375574739203e-16
6298.680152395838 6.048058296869215e-16
6302.260557571821 6.394596936007988e-16
6305.840962747803 6.004964573566311e-16
6309.4213679237855 6.038546625786204e-16
6313.001773099768 5.747399135119948e-16
6316.58217827575 6.282096787963609e-16
6320.162583451733 6.153670938996645e-16
6323.742988627715 5.603796070639215e-16
6327.323393803697 5.551711673129353e-16
6330.90379897968 5.87079099418708e-16
6334.484204155662 6.31776923080276e-16
6338.0646093316445 5.850271166601404e-16
6341.645014507627 5.659911945739013e-16
6345.22541968361 6.391125268117075e-16
6348.805824859593 6.316551298901444e-16
6352.386230035575 6.303517522528048e-16
6355.966635211557 5.945947815998319e-16
6359.54704038754 5.739213884214254e-16
6363.127445563522 6.072753718220553e-16
6366.7078507395045 5.684258166847931e-16
6370.288255915487 5.659843183968903e-16
6373.868661091469 6.211204520461131e-16
6377.449066267452 6.084657013356333e-16
6381.029471443434 5.636853415485795e-16
6384.609876619416 5.46362384225838e-16
6388.190281795399 5.371974772435086e-16
6391.770686971382 6.066173510445817e-16
6395.351092147364 6.065260761512183e-16
6398.931497323347 6.01125755524119e-16
6402.511902499329 5.791419167869529e-16
6406.0923076753115 5.280429775226082e-16
6409.672712851294 5.9888690051043385e-16
6413.253118027276 5.968598149315427e-16
6416.833523203259 5.779939827248427e-16
6420.413928379241 5.80760508051364e-16
6423.994333555223 5.567927816229658e-16
6427.574738731206 5.443923015258532e-16
6431.155143907188 6.198532595355815e-16
6434.735549083171 6.118794553424501e-16
6438.315954259153 5.702563436077643e-16
6441.896359435135 6.329999099139902e-16
6445.476764611118 5.664926811485945e-16
6449.0571697871 5.988966162035475e-16
6452.637574963082 5.573469551299284e-16
6456.217980139065 5.880029805033491e-16
6459.798385315047 6.135752223236799e-16
6463.3787904910305 5.84841302296752e-16
6466.959195667013 6.154410124257033e-16
6470.539600842995 5.960015548054962e-16
6474.120006018978 5.513120680649458e-16
6477.70041119496 6.01638173597529e-16
6481.280816370942 6.238622892954555e-16
6484.861221546925 6.186362832346993e-16
6488.441626722907 5.842037648214856e-16
6492.0220318988895 5.382006276600055e-16
6495.602437074872 5.072018322312022e-16
6499.182842250854 6.250163578045504e-16
6502.763247426837 5.794791439813541e-16
6506.343652602819 4.859155070974031e-16
6509.924057778802 5.762923953929524e-16
6513.504462954785 6.108083628134289e-16
6517.084868130767 5.140783085882593e-16
6520.665273306749 5.469286114389446e-16
6524.245678482732 5.337794262004688e-16
6527.826083658714 5.351488458496467e-16
6531.406488834697 6.154150088533614e-16
6534.986894010679 5.56233666924926e-16
6538.567299186661 4.761340283181546e-16
6542.147704362644 5.025444008916978e-16
6545.728109538626 5.317984046172344e-16
6549.3085147146085 4.689028177628308e-16
6552.888919890591 4.666410362098554e-16
6556.469325066573 5.374631289268113e-16
6560.049730242556 5.153544742518822e-16
6563.630135418538 4.875333436598017e-16
6567.21054059452 4.134570086453331e-16
6570.790945770503 3.986755417280867e-16
6574.371350946485 4.746732065570537e-16
6577.9517561224675 3.5075113837613394e-16
6581.532161298451 3.535372280365008e-16
6585.112566474432 2.8025798614677736e-16
6588.6929716504155 2.735464664665262e-16
6592.273376826398 1.90380719431784e-16
6595.85378200238 1.947950072521777e-16
6599.434187178363 2.1289080051779387e-16
6603.014592354345 2.312704900490092e-16
6606.594997530327 1.7642561694730464e-16
6610.17540270631 2.2425969277089604e-16
6613.755807882292 2.939966561868975e-16
6617.336213058275 3.475538384745242e-16
6620.916618234258 2.697749342856656e-16
6624.49702341024 1.4416843843001777e-16
6628.077428586223 1.317507012063226e-16
6631.657833762205 2.0718700053286853e-16
6635.238238938187 2.7010896800885473e-16
6638.81864411417 2.282850584649488e-16
6642.399049290152 1.612042936968522e-16
6645.9794544661345 3.5723492119557815e-16
6649.559859642117 4.919834366753505e-16
6653.140264818099 5.014512733972965e-16
6656.720669994082 4.4018397382695443e-16
6660.301075170064 4.608320825154757e-16
6663.881480346046 5.509634099294787e-16
6667.461885522029 5.687606228555093e-16
6671.042290698011 5.832767665589268e-16
6674.6226958739935 6.215771382154805e-16
6678.203101049976 5.7708714050932e-16
6681.783506225958 6.423368475168303e-16
6685.363911401941 5.369312706820087e-16
6688.944316577923 5.645638557874777e-16
6692.524721753905 5.684278038642627e-16
6696.105126929888 5.587449319867921e-16
6699.68553210587 5.857157050209949e-16
6703.2659372818525 5.393767250826408e-16
6706.846342457836 6.488380351285118e-16
6710.426747633818 5.894380421489484e-16
6714.007152809801 5.381356722315225e-16
6717.587557985783 5.700147126413024e-16
6721.167963161765 6.023008415795081e-16
6724.748368337748 6.166325992296662e-16
6728.32877351373 5.97043181162074e-16
6731.9091786897125 5.91245762070643e-16
6735.489583865695 5.34233409257249e-16
6739.069989041678 4.907763705453185e-16
6742.6503942176605 4.605523752872059e-16
6746.230799393643 5.113269433759894e-16
6749.811204569625 4.450267891344547e-16
6753.391609745608 4.3079295079226327e-16
6756.97201492159 4.392777539432444e-16
6760.552420097572 4.61368173381469e-16
6764.132825273555 4.4109672853695974e-16
6767.713230449537 4.3873735343597024e-16
6771.2936356255195 4.0658780112521016e-16
6774.874040801502 4.4037085414672563e-16
6778.454445977484 4.682501401904036e-16
6782.034851153467 4.447222864716493e-16
6785.615256329449 4.0567187780123867e-16
6789.195661505431 4.440965209891226e-16
6792.776066681414 4.3825314314714885e-16
6796.356471857396 3.996634764046825e-16
6799.936877033379 4.1707983336114556e-16
6803.517282209361 4.521959048372613e-16
6807.097687385343 4.2745647756545287e-16
6810.678092561326 4.040157690592164e-16
6814.258497737308 4.513349646866334e-16
6817.83890291329 4.2612702847590794e-16
6821.419308089273 5.176645648238456e-16
6824.999713265256 5.129817587442269e-16
6828.5801184412385 4.360936336130952e-16
6832.160523617221 4.2874650531553056e-16
6835.740928793203 3.7496959680601577e-16
6839.321333969186 4.3780347040481995e-16
6842.901739145168 4.441456983467765e-16
6846.48214432115 4.3475114522935446e-16
6850.062549497133 4.993132759199297e-16
6853.642954673115 3.9029620816208203e-16
6857.223359849098 3.997999017117207e-16
6860.803765025081 4.293385438396723e-16
6864.384170201063 3.9952753309518994e-16
6867.964575377046 4.681626102161789e-16
6871.544980553028 4.3794772086069873e-16
6875.12538572901 3.6896063247708055e-16
6878.705790904993 3.444518283575097e-16
6882.286196080975 4.1066400531470967e-16
6885.866601256957 3.6404565198285603e-16
6889.44700643294 4.0551752348287457e-16
6893.027411608922 3.9737501510113993e-16
6896.607816784905 3.519027465314737e-16
6900.188221960887 4.20494145015064e-16
6903.768627136869 3.9050481054427267e-16
6907.349032312852 4.063146419718788e-16
6910.929437488834 4.0005096672150225e-16
6914.5098426648165 4.612701873598097e-16
6918.090247840799 3.786463327117046e-16
6921.670653016781 4.637790764320334e-16
6925.251058192764 4.892426044688614e-16
6928.831463368746 4.0931578098620953e-16
6932.411868544728 4.503631705631269e-16
6935.992273720711 4.163481729330901e-16
6939.572678896693 4.3717312572991346e-16
6943.1530840726755 3.885830157990157e-16
6946.733489248659 4.891822665499204e-16
6950.313894424641 5.139257946107948e-16
6953.8942996006235 4.863638024395043e-16
6957.474704776606 4.5242264590201e-16
6961.055109952588 3.907066777903877e-16
6964.635515128571 3.952734870233995e-16
6968.215920304553 4.1122658330816453e-16
6971.796325480535 4.0248616628523724e-16
6975.376730656519 3.884289698056347e-16
6978.957135832501 3.710261969349685e-16
6982.5375410084835 2.7846383331224e-16
6986.117946184466 3.082025307419839e-16
6989.698351360448 2.782404811234038e-16
6993.278756536431 3.174839059617793e-16
6996.859161712413 3.167559710029145e-16
7000.439566888395 3.6232539062598815e-16
7004.019972064378 3.003711958769204e-16
7007.60037724036 2.6170750434016664e-16
7011.1807824163425 2.8757342690106804e-16
7014.761187592325 2.9622018767321036e-16
7018.341592768307 2.827866346090153e-16
7021.92199794429 3.6827964720528635e-16
7025.502403120272 3.2997518412889637e-16
7029.082808296254 3.918976786896654e-16
7032.663213472237 3.9466435831949725e-16
7036.243618648219 4.1710444504095337e-16
7039.8240238242015 4.892159732321801e-16
7043.404429000184 5.008237708230273e-16
7046.984834176166 4.803758213773516e-16
7050.565239352149 4.550796160882086e-16
7054.145644528131 5.780274396220336e-16
7057.726049704113 5.355970039071818e-16
7061.306454880096 5.120596086682335e-16
7064.886860056079 5.377244613304325e-16
7068.467265232061 5.11609243730566e-16
7072.047670408044 4.55092360420553e-16
7075.628075584026 4.33242343105327e-16
7079.208480760009 5.148279017180614e-16
7082.788885935991 5.429076049161896e-16
7086.369291111973 5.280759971583404e-16
7089.949696287956 4.713104341931564e-16
7093.530101463939 4.2047797011809056e-16
7097.110506639921 4.3607090650483973e-16
7100.690911815904 3.54036929535255e-16
7104.271316991886 2.6335837947163516e-16
7107.8517221678685 2.7190382785231947e-16
7111.432127343851 2.3659951950066335e-16
